route_id,trip_id,stop_id,scheduled_arrival,actual_arrival,delay_minutes,calculated_delay,punctuality_status
Route_D,06d3db93-ee33-488d-997e-6845e27718c5,2,2025-11-11 05:26:59,2025-11-11 05:32:59,6,6.0,Late
Route_B,5fbbf0b1-8083-49c8-a57e-01c90da23e5c,17,2025-11-02 12:45:40,2025-11-02 12:44:40,-1,-1.0,Early
Route_B,5ffa46ef-14e4-480c-be99-36a362dbc850,8,2025-11-01 23:39:59,2025-11-02 00:19:59,40,40.0,Very Late
Route_D,195d82f8-ee4a-4b5d-9195-54e307374c86,20,2025-11-07 08:42:05,2025-11-07 08:47:05,5,5.0,On Time
Route_B,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,18,2025-11-05 00:17:55,2025-11-05 00:57:55,40,40.0,Very Late
Route_B,b231c60b-78f2-4e6b-946b-415deada79a3,18,2025-10-28 19:45:54,2025-10-28 19:52:54,7,7.0,Late
Route_D,72d78bdd-7817-49ff-b49e-04ccc24369e7,12,2025-11-20 22:59:33,2025-11-20 23:26:33,27,27.0,Very Late
Route_C,04dd7054-1448-43f7-a7e6-46c701582463,10,2025-11-03 12:13:58,2025-11-03 12:14:58,1,1.0,On Time
Route_D,8c7e6f42-2646-4af9-95c0-244d3735262d,19,2025-11-20 15:27:24,2025-11-20 15:45:24,18,18.0,Very Late
Route_E,c6b33fe6-1c76-4df6-ac5a-6c93871c0884,13,2025-11-05 01:43:21,2025-11-05 02:06:21,23,23.0,Very Late
Route_E,0c394ec7-1f31-4405-8d18-3eba3cd5fd7f,5,2025-11-02 15:51:43,2025-11-02 15:55:43,4,4.0,On Time
Route_B,9f708368-cb3c-48ca-a392-57316b79afcc,17,2025-11-13 06:38:09,2025-11-13 06:38:09,0,0.0,Early
Route_D,e7b7b4c6-d631-4a80-9c61-2ec210142131,9,2025-11-15 08:24:11,2025-11-15 08:24:11,0,0.0,Early
Route_C,a1c7cc8a-0435-4b64-893a-d23298c3e3ca,5,2025-11-16 02:30:58,2025-11-16 02:35:58,5,5.0,On Time
Route_D,24c173b9-b7f2-4572-bdef-a84993364f7e,17,2025-11-05 05:24:59,2025-11-05 05:27:59,3,3.0,On Time
Route_C,5a5226e6-9d64-4932-8066-853d6de299a1,8,2025-11-02 18:20:15,2025-11-02 18:22:15,2,2.0,On Time
Route_A,aa143cd8-2ff3-4de4-aaa4-2c9f92170475,3,2025-10-26 05:48:26,2025-10-26 06:03:26,15,15.0,Late
Route_E,11536e99-5c50-4720-b982-f4e08603156a,17,2025-11-16 14:57:49,2025-11-16 15:01:49,4,4.0,On Time
Route_A,fd034ada-c952-4185-81e0-3a5e8b48f496,8,2025-11-15 17:28:59,2025-11-15 17:32:59,4,4.0,On Time
Route_E,df92a621-63f4-469d-8534-a1018ddce719,12,2025-11-13 21:48:25,2025-11-13 21:46:25,-2,-2.0,Early
Route_E,fb25664d-630a-4767-a2bb-522b0b251279,2,2025-11-09 04:59:19,2025-11-09 05:34:19,35,35.0,Very Late
Route_D,5b6a8102-0428-4378-bf50-23f440ef3935,13,2025-10-25 08:46:21,2025-10-25 08:45:21,-1,-1.0,Early
Route_A,a837fe68-bba2-45ca-bdba-6da85844f9fc,15,2025-10-27 02:50:13,2025-10-27 02:50:13,0,0.0,Early
Route_E,c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,7,2025-11-07 05:28:20,2025-11-07 05:31:20,3,3.0,On Time
Route_A,8bc78e81-5a30-4528-8b59-95622227219f,14,2025-11-07 12:29:46,2025-11-07 12:32:46,3,3.0,On Time
Route_A,d49405f0-2cd2-4404-a48e-40f1d0421dfa,11,2025-11-13 15:23:05,2025-11-13 15:28:05,5,5.0,On Time
Route_D,a1b970d0-7a81-44de-b205-07bbfb16f757,14,2025-10-30 22:25:45,2025-10-30 23:03:45,38,38.0,Very Late
Route_B,b74eba93-1027-4b53-a285-b2efcfbe4fe9,12,2025-11-13 07:17:43,2025-11-13 07:19:43,2,2.0,On Time
Route_D,0b36e356-339b-47a8-8b1f-0d7b0977c513,2,2025-10-31 18:27:33,2025-10-31 18:28:33,1,1.0,On Time
Route_E,eef16694-50ca-432d-8aba-590ee2c328aa,7,2025-11-06 03:19:28,2025-11-06 03:22:28,3,3.0,On Time
Route_D,d0be73ee-fd37-4539-a5f2-02f983f02dc7,5,2025-11-17 10:44:11,2025-11-17 10:48:11,4,4.0,On Time
Route_B,c0d7ac73-095f-4a81-80d9-2bce7930ba20,15,2025-10-31 08:42:41,2025-10-31 08:44:41,2,2.0,On Time
Route_C,c7e53bbb-dcb5-4c53-9b62-a8df493e904d,20,2025-10-24 09:45:20,2025-10-24 09:44:20,-1,-1.0,Early
Route_C,45f18619-54f9-4429-a7de-02ccdda4f4a7,3,2025-10-28 03:05:02,2025-10-28 03:05:02,0,0.0,Early
Route_D,e3b56360-6fdc-4bad-9e36-8127cca1b45c,1,2025-11-10 12:07:08,2025-11-10 12:47:08,40,40.0,Very Late
Route_A,f4dbca07-e506-4670-b092-947dbe4969ec,7,2025-11-09 20:32:01,2025-11-09 20:53:01,21,21.0,Very Late
Route_B,7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,9,2025-11-15 05:43:00,2025-11-15 05:44:00,1,1.0,On Time
Route_A,84ef4324-cc1b-4157-ac9f-9c545e0a72ab,17,2025-11-04 00:48:43,2025-11-04 00:49:43,1,1.0,On Time
Route_A,6cac028c-ba22-4065-9526-0718cd180a82,17,2025-10-25 22:00:59,2025-10-25 22:01:59,1,1.0,On Time
Route_C,d284f54e-febe-40db-9a3a-61036e3c4532,15,2025-10-30 20:18:25,2025-10-30 20:48:25,30,30.0,Very Late
Route_E,1a43db54-523a-4993-8b34-46bc8ba435cc,20,2025-10-25 23:20:49,2025-10-26 00:01:49,41,41.0,Very Late
Route_C,4e76833a-4baf-4f5e-a932-009453f28f11,4,2025-11-12 17:35:22,2025-11-12 18:16:22,41,41.0,Very Late
Route_E,2aa93b43-6d15-416f-b7b8-c1a59a45693d,8,2025-11-12 15:15:02,2025-11-12 15:20:02,5,5.0,On Time
Route_A,ba108217-0ad7-49a2-b277-16ec59fefbbc,5,2025-11-08 04:49:16,2025-11-08 04:48:16,-1,-1.0,Early
Route_C,46494296-6f58-42c3-bf86-cc319d66e815,5,2025-10-24 20:53:13,2025-10-24 20:54:13,1,1.0,On Time
Route_E,67fd64c4-a334-458a-abd2-b5121335e5db,17,2025-11-08 17:20:53,2025-11-08 17:25:53,5,5.0,On Time
Route_B,adedda80-bff9-407d-8d14-a03e83599af6,6,2025-10-29 20:27:28,2025-10-29 20:31:28,4,4.0,On Time
Route_A,d942644c-248d-41ec-87f8-d4f0f3ea0184,17,2025-11-20 13:56:01,2025-11-20 13:56:01,0,0.0,Early
Route_D,08e895d7-702c-4821-8804-0fb7ad973b67,13,2025-10-28 05:07:43,2025-10-28 05:05:43,-2,-2.0,Early
Route_D,a52964ff-c74c-4890-bc6a-3174113634a5,2,2025-11-08 20:51:48,2025-11-08 20:51:48,0,0.0,Early
Route_B,9136f1f8-f310-46dc-a202-bee65cb5e69c,14,2025-10-23 15:47:29,2025-10-23 15:51:29,4,4.0,On Time
Route_D,732e2016-add7-42c9-a747-b93c9ae77eab,11,2025-11-09 02:15:53,2025-11-09 02:20:53,5,5.0,On Time
Route_D,13aec376-c359-410a-b1a6-014c5f3c44dc,6,2025-11-18 22:43:38,2025-11-18 22:46:38,3,3.0,On Time
Route_C,65e58f34-5df0-4e8c-878a-aed9233ffc82,12,2025-11-06 08:20:44,2025-11-06 08:19:44,-1,-1.0,Early
Route_C,f5e4a471-3fe6-4c9c-8758-367ba6499cdc,7,2025-10-27 14:14:13,2025-10-27 14:15:13,1,1.0,On Time
Route_D,7fc15858-2fa0-4842-bc55-300b06a241af,16,2025-11-16 05:16:37,2025-11-16 05:21:37,5,5.0,On Time
Route_B,1e2595b8-8fc9-486b-a9dd-ebf563119aca,12,2025-11-03 19:03:06,2025-11-03 19:03:06,0,0.0,Early
Route_A,723ef466-b43b-427f-82a2-59a6c6641285,13,2025-11-01 12:03:09,2025-11-01 12:05:09,2,2.0,On Time
Route_B,b1a8b71f-491b-40e9-9ca3-fbb3ff11c8ba,20,2025-11-14 22:20:58,2025-11-14 22:19:58,-1,-1.0,Early
Route_E,da52d2ee-22bf-48f5-9f65-2a87333ee344,8,2025-10-25 16:20:12,2025-10-25 16:22:12,2,2.0,On Time
Route_B,b69f68c3-e60f-4420-ac33-350c73b911d8,4,2025-11-12 16:39:07,2025-11-12 16:43:07,4,4.0,On Time
Route_B,ae92ea71-cf7d-4b43-9679-742fff4c96d6,12,2025-11-06 14:24:24,2025-11-06 14:27:24,3,3.0,On Time
Route_D,109fd8ee-b5a4-4200-98f0-dd23aaf78c67,3,2025-11-17 18:51:11,2025-11-17 18:50:11,-1,-1.0,Early
Route_C,4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,3,2025-10-29 17:34:00,2025-10-29 17:35:00,1,1.0,On Time
Route_B,b34191b8-ed65-42b4-b5a5-f8e6b6391f04,19,2025-10-30 12:53:26,2025-10-30 13:04:26,11,11.0,Late
Route_E,3967e60a-823d-4107-9c8a-c066cb2fafa3,19,2025-10-27 23:27:27,2025-10-27 23:25:27,-2,-2.0,Early
Route_E,238d6f44-cac4-40eb-b373-730efc31a597,18,2025-11-02 13:52:39,2025-11-02 13:53:39,1,1.0,On Time
Route_E,5c63b6f3-06ba-4cd3-be78-38c9ca55e38b,4,2025-11-17 23:32:30,2025-11-17 23:44:30,12,12.0,Late
Route_C,cdbcc653-77a7-48b7-9e70-f65f9280c5aa,12,2025-11-17 20:46:30,2025-11-17 21:01:30,15,15.0,Late
Route_A,161237c9-e25d-49a8-9ca8-a5c42138afe0,6,2025-10-25 06:39:43,2025-10-25 06:44:43,5,5.0,On Time
Route_C,b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,6,2025-11-14 07:44:42,2025-11-14 08:25:42,41,41.0,Very Late
Route_E,68d0a2a8-c4e7-47dd-a929-de738693fd9d,20,2025-11-18 23:52:03,2025-11-19 00:11:03,19,19.0,Very Late
Route_C,5128b9b1-f8ed-40ca-a015-6a7212e153a6,13,2025-10-25 16:28:06,2025-10-25 16:59:06,31,31.0,Very Late
Route_B,8471b4b0-ae1b-4f69-b740-d83173318749,1,2025-11-07 19:26:55,2025-11-07 19:25:55,-1,-1.0,Early
Route_D,c7bf4fbc-d43c-4d6d-a0c1-ff1e20da8972,17,2025-11-17 20:22:30,2025-11-17 20:40:30,18,18.0,Very Late
Route_B,c48d5650-2e95-42d6-9679-2482a3c988e4,10,2025-10-28 08:23:39,2025-10-28 08:23:39,0,0.0,Early
Route_B,de431e06-e924-4069-80bb-ae526ec01269,7,2025-10-24 18:37:14,2025-10-24 18:37:14,0,0.0,Early
Route_E,272c0588-84a2-476c-9fc9-05f8d4d60735,10,2025-11-05 20:23:26,2025-11-05 21:02:26,39,39.0,Very Late
Route_E,ef4afa88-5299-4505-a976-aab22a26f770,2,2025-11-02 00:45:06,2025-11-02 00:44:06,-1,-1.0,Early
Route_E,84d67c4f-f0df-4684-b28e-41225894f7f1,17,2025-11-04 21:00:00,2025-11-04 20:58:00,-2,-2.0,Early
Route_D,3240d7a1-4027-4b7d-9430-29a9d88f1c94,2,2025-11-17 19:50:12,2025-11-17 19:49:12,-1,-1.0,Early
Route_B,4d85e9c7-a001-4720-a00b-290346426c45,2,2025-11-20 21:55:14,2025-11-20 21:53:14,-2,-2.0,Early
Route_C,a417c093-80a8-423d-97ea-ec838892042f,1,2025-10-30 06:32:06,2025-10-30 06:35:06,3,3.0,On Time
Route_C,27794685-94a5-4fde-b10d-27c89780c215,1,2025-10-30 09:31:23,2025-10-30 09:31:23,0,0.0,Early
Route_D,e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,4,2025-11-20 11:05:52,2025-11-20 11:07:52,2,2.0,On Time
Route_A,90494583-ec86-4890-97b0-0bdc566e3cbe,10,2025-10-24 02:03:17,2025-10-24 02:04:17,1,1.0,On Time
Route_B,14cb0564-0743-4c3b-9d20-c3bfd342af08,15,2025-10-24 07:01:36,2025-10-24 07:01:36,0,0.0,Early
Route_C,93a74792-c561-48dc-a436-4fcdf2d3f761,10,2025-11-03 22:24:23,2025-11-03 22:26:23,2,2.0,On Time
Route_E,92779574-c457-4cc3-b5f7-89bca6b07458,5,2025-11-11 07:25:07,2025-11-11 07:25:07,0,0.0,Early
Route_A,7f7f6c0a-07c0-4116-a394-ed549e3c5a88,14,2025-11-17 13:42:13,2025-11-17 13:43:13,1,1.0,On Time
Route_A,4d560a3d-f4e7-469a-a454-09374a27ebf2,11,2025-11-14 12:43:53,2025-11-14 12:46:53,3,3.0,On Time
Route_C,af5b8f47-ceae-41cf-8e00-0af03eb05181,6,2025-11-10 19:11:31,2025-11-10 19:14:31,3,3.0,On Time
Route_B,b048faa1-12ae-4c22-b41b-77f54c24a053,16,2025-10-24 23:51:49,2025-10-24 23:50:49,-1,-1.0,Early
Route_B,7bf7e1d3-6a66-4fce-b089-fc6d2877f5d9,2,2025-11-13 15:10:27,2025-11-13 15:46:27,36,36.0,Very Late
Route_D,24c778a5-9b4e-464b-9716-dc2e343ada2a,16,2025-11-06 06:14:42,2025-11-06 06:13:42,-1,-1.0,Early
Route_E,bbf483ce-51be-480e-b7e6-a14cdc8a4922,8,2025-11-07 20:26:45,2025-11-07 21:09:45,43,43.0,Very Late
Route_A,c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,10,2025-11-09 01:46:14,2025-11-09 01:45:14,-1,-1.0,Early
Route_D,51b1943c-1b2e-4edb-8fc8-5fc083d5bceb,4,2025-11-02 19:42:18,2025-11-02 19:45:18,3,3.0,On Time
Route_C,7318b96d-4479-4612-9f5d-988f776abf09,17,2025-11-03 02:54:23,2025-11-03 02:59:23,5,5.0,On Time
Route_E,4a4b5563-0cf4-47ef-98c8-a61624108e9a,4,2025-11-09 17:37:37,2025-11-09 17:35:37,-2,-2.0,Early
Route_A,3f8ea40a-6b0a-40e3-9d89-6047dd39d793,20,2025-10-29 20:07:24,2025-10-29 20:07:24,0,0.0,Early
Route_B,93e34c35-ef0a-473d-93d2-d56dd0401587,2,2025-11-06 06:23:57,2025-11-06 07:01:57,38,38.0,Very Late
Route_B,7f8e5483-28ca-4a1d-835b-ec2c3098f7b2,11,2025-11-16 01:45:28,2025-11-16 01:44:28,-1,-1.0,Early
Route_D,4efc8248-e10b-4a47-bfae-b7487781321e,4,2025-11-15 05:32:18,2025-11-15 05:33:18,1,1.0,On Time
Route_C,64ab851b-f1fa-46e7-970d-750705eee1d4,1,2025-11-15 14:56:43,2025-11-15 14:54:43,-2,-2.0,Early
Route_D,3713b466-3da0-4476-b778-c676750d112e,8,2025-11-19 09:42:18,2025-11-19 10:08:18,26,26.0,Very Late
Route_E,4806f804-0cf0-474c-8c74-dc0f5a575539,9,2025-11-15 02:39:12,2025-11-15 02:39:12,0,0.0,Early
Route_E,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f,4,2025-11-13 22:20:00,2025-11-13 22:25:00,5,5.0,On Time
Route_E,d8e049de-0217-4a0e-8964-90ab4926ce5f,10,2025-10-27 07:18:11,2025-10-27 07:20:11,2,2.0,On Time
Route_E,43b47ee5-e1e8-4e7e-a249-8f666e51484d,11,2025-11-08 20:13:18,2025-11-08 20:18:18,5,5.0,On Time
Route_A,0b95017c-5dae-4201-a73b-a8bdc38c1dec,16,2025-11-10 12:46:17,2025-11-10 12:49:17,3,3.0,On Time
Route_D,31d4ee09-8fd3-4afc-91fd-fa4f0d18ab95,8,2025-11-08 16:25:50,2025-11-08 16:23:50,-2,-2.0,Early
Route_B,62e7c1a6-12d2-4a06-89e1-cd138da00495,11,2025-11-15 13:33:36,2025-11-15 13:36:36,3,3.0,On Time
Route_E,479bc637-8cc3-4f3b-83af-fcfe734a6ca3,19,2025-11-21 08:11:20,2025-11-21 08:14:20,3,3.0,On Time
Route_E,20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,6,2025-10-26 18:42:07,2025-10-26 18:43:07,1,1.0,On Time
Route_E,fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,1,2025-11-07 13:07:22,2025-11-07 13:08:22,1,1.0,On Time
Route_A,c14565c7-5d98-4115-b05e-eefe8ece1128,10,2025-10-29 02:08:37,2025-10-29 02:07:37,-1,-1.0,Early
Route_C,66c14dca-8255-4a61-9a3b-031932f57510,10,2025-11-15 08:41:34,2025-11-15 08:43:34,2,2.0,On Time
Route_E,2314d0c8-09f6-4405-8b99-00340a4e2552,10,2025-11-07 06:04:49,2025-11-07 06:09:49,5,5.0,On Time
Route_D,74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4,4,2025-10-29 07:35:18,2025-10-29 07:40:18,5,5.0,On Time
Route_E,23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,5,2025-11-07 00:10:04,2025-11-07 00:16:04,6,6.0,Late
Route_B,2999bbef-518b-4f21-9cf2-0859ee6e2e72,19,2025-11-10 03:53:06,2025-11-10 03:57:06,4,4.0,On Time
Route_B,d7b4c294-bd44-489d-9dd2-f9defd98fe33,17,2025-11-05 14:41:35,2025-11-05 14:39:35,-2,-2.0,Early
Route_A,d40ac5e9-81df-4517-961c-921097fe56c5,20,2025-11-15 19:55:11,2025-11-15 20:10:11,15,15.0,Late
Route_E,901bcdef-b56f-48ce-bd66-971e88476c56,7,2025-11-05 15:20:28,2025-11-05 15:31:28,11,11.0,Late
Route_B,5e4cb287-0442-41db-90d4-ea6779928faa,18,2025-11-07 03:58:55,2025-11-07 03:59:55,1,1.0,On Time
Route_E,6aa26216-fada-48f5-9c0f-0bdcac7e937c,20,2025-11-19 10:07:20,2025-11-19 10:08:20,1,1.0,On Time
Route_C,b9aed8e4-e615-49c8-8bf8-1f864ec3f970,16,2025-10-23 09:06:22,2025-10-23 09:38:22,32,32.0,Very Late
Route_D,f791f1e5-43f9-4d6b-b97e-be8798cf1188,15,2025-11-19 04:01:53,2025-11-19 04:00:53,-1,-1.0,Early
Route_C,0d259caa-b8ad-4d87-ba40-45dd93dfd907,8,2025-11-19 09:54:50,2025-11-19 09:54:50,0,0.0,Early
Route_B,a107cc46-8634-4718-aba6-adb37afeb114,20,2025-11-21 04:06:16,2025-11-21 04:40:16,34,34.0,Very Late
Route_E,25d4a0fc-6154-4765-9756-ba9cc64c9647,9,2025-11-02 20:14:22,2025-11-02 20:12:22,-2,-2.0,Early
Route_E,b35556a5-f2bd-42f2-9293-f70508150147,11,2025-10-27 10:05:51,2025-10-27 10:22:51,17,17.0,Very Late
Route_B,504e2687-70e7-4756-84d9-145e30d73df7,14,2025-11-11 09:58:27,2025-11-11 10:02:27,4,4.0,On Time
Route_D,34323ec6-b0c4-401c-a9b7-c0fa26c432f6,3,2025-11-11 00:11:03,2025-11-11 00:22:03,11,11.0,Late
Route_A,eba742d2-9c89-4374-8664-95a780773e33,11,2025-11-13 23:31:12,2025-11-13 23:50:12,19,19.0,Very Late
Route_C,ba370623-bc5f-44dd-992f-3c1edf70fb2a,6,2025-10-25 02:37:22,2025-10-25 02:38:22,1,1.0,On Time
Route_B,35145890-84c8-4c46-a359-5fa4b4adaf89,17,2025-11-18 07:32:25,2025-11-18 07:48:25,16,16.0,Very Late
Route_A,7a768555-a987-4218-bf84-faef5336723b,1,2025-11-16 14:17:06,2025-11-16 14:22:06,5,5.0,On Time
Route_E,2c55aef7-f4e9-4734-9052-1700607796a3,12,2025-11-13 09:36:24,2025-11-13 09:56:24,20,20.0,Very Late
Route_E,8bd88fcd-57a2-4e4e-887b-03e5e980f808,5,2025-11-08 06:50:03,2025-11-08 06:48:03,-2,-2.0,Early
Route_A,b88e830f-de1e-494a-85a1-1f5cad05b912,14,2025-11-03 22:03:51,2025-11-03 22:04:51,1,1.0,On Time
Route_E,f5141058-3138-4975-bbf3-3a349c2dfa97,3,2025-11-03 01:16:32,2025-11-03 01:14:32,-2,-2.0,Early
Route_D,3990e2c9-4c6a-40f4-8ede-c44d476cf68c,12,2025-11-05 12:48:21,2025-11-05 12:52:21,4,4.0,On Time
Route_A,35102852-b474-4349-89fc-2cd8c56bad4c,9,2025-11-14 19:47:23,2025-11-14 20:32:23,45,45.0,Very Late
Route_A,8f7c1d59-594b-4a3a-bad4-65a15129950d,15,2025-11-04 08:39:40,2025-11-04 08:44:40,5,5.0,On Time
Route_D,ad371d9e-92cf-4021-9f33-242d49ac9087,16,2025-11-17 10:55:23,2025-11-17 10:54:23,-1,-1.0,Early
Route_A,65001423-faeb-4d19-a550-8ea26133a34d,15,2025-11-07 20:10:15,2025-11-07 20:15:15,5,5.0,On Time
Route_E,257f7595-cdfb-4db9-85e7-8b23f4613f09,16,2025-11-05 04:27:42,2025-11-05 04:59:42,32,32.0,Very Late
Route_A,b6d1f6bb-f48f-409c-89a2-24410ac4de85,17,2025-10-25 22:08:09,2025-10-25 22:10:09,2,2.0,On Time
Route_A,a7edc8d8-713f-4f8c-ac8b-e53758ab4778,6,2025-11-03 12:50:19,2025-11-03 12:49:19,-1,-1.0,Early
Route_E,33baba88-36c7-46fa-baa4-f052bf519362,10,2025-11-17 05:32:55,2025-11-17 06:15:55,43,43.0,Very Late
Route_C,b2384849-8fe0-49b6-aeda-a8024568f426,5,2025-11-04 06:31:19,2025-11-04 06:35:19,4,4.0,On Time
Route_D,bdab07e7-9d9d-428e-9bf6-45f623245211,17,2025-11-19 13:46:01,2025-11-19 14:13:01,27,27.0,Very Late
Route_D,ab7a3d1c-0cfe-4683-be11-bafe3d4196fe,13,2025-11-16 20:46:05,2025-11-16 20:46:05,0,0.0,Early
Route_C,0d700ea4-3b9b-4d45-a350-55e439c59df9,3,2025-10-26 22:47:56,2025-10-26 22:50:56,3,3.0,On Time
Route_A,78ef7666-b7a4-4719-948e-1f6b69ce1e4e,19,2025-10-26 23:12:11,2025-10-26 23:27:11,15,15.0,Late
Route_E,01539221-2331-4a28-8550-eca8ae62990c,4,2025-11-17 19:16:01,2025-11-17 19:15:01,-1,-1.0,Early
Route_C,682b163a-286e-4390-add9-7a1afa585b27,3,2025-11-14 04:17:24,2025-11-14 04:20:24,3,3.0,On Time
Route_A,c1836315-330f-4be1-a689-b4247a3a10e1,3,2025-11-05 00:43:29,2025-11-05 01:22:29,39,39.0,Very Late
Route_D,0f25477d-a559-40e7-8910-fade52380bf2,12,2025-10-26 10:17:21,2025-10-26 10:40:21,23,23.0,Very Late
Route_D,88ffbd40-3b72-486d-92fa-675fa6fd0cb1,8,2025-10-23 21:30:56,2025-10-23 21:49:56,19,19.0,Very Late
Route_A,6afa828c-2cd1-4b9f-abe5-841fe9c96c52,4,2025-10-30 14:52:07,2025-10-30 14:57:07,5,5.0,On Time
Route_C,ff46a6bf-094d-416d-ab6d-2fedef158d5b,12,2025-11-10 08:35:31,2025-11-10 08:38:31,3,3.0,On Time
Route_E,efc59738-2fb2-4e66-bed1-7aabc9b7c9bc,1,2025-11-05 03:18:48,2025-11-05 03:17:48,-1,-1.0,Early
Route_E,4c636e95-025f-4543-8997-623ae0723d96,12,2025-11-18 15:47:00,2025-11-18 15:45:00,-2,-2.0,Early
Route_E,fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,6,2025-11-07 08:24:44,2025-11-07 08:35:44,11,11.0,Late
Route_A,a42d0cd7-fd35-4f6a-b450-388748d90846,9,2025-11-17 11:03:03,2025-11-17 11:39:03,36,36.0,Very Late
Route_D,f0458043-e3a6-4a70-be71-0b558639bd41,9,2025-10-28 14:24:51,2025-10-28 14:24:51,0,0.0,Early
Route_C,45d8a6ad-77d0-459e-8114-14f8d9df0d0e,2,2025-10-31 10:42:05,2025-10-31 10:47:05,5,5.0,On Time
Route_B,2999394c-54a7-469b-9cd6-6b09cf0e6d2b,20,2025-11-13 08:44:02,2025-11-13 08:47:02,3,3.0,On Time
Route_A,2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,15,2025-10-22 18:28:09,2025-10-22 18:29:09,1,1.0,On Time
Route_A,4b86b5a1-ca6f-4ff8-964c-fbd2bc92fd81,20,2025-11-18 15:34:23,2025-11-18 16:01:23,27,27.0,Very Late
Route_D,2ced3c0d-3173-44b5-81dd-484aaca58d95,16,2025-11-20 17:52:24,2025-11-20 18:28:24,36,36.0,Very Late
Route_A,67ce378f-e5a4-483b-a383-889adb2c6ac8,17,2025-11-11 20:22:13,2025-11-11 20:39:13,17,17.0,Very Late
Route_E,669d01ff-1634-425b-93f3-007383e96ef4,3,2025-10-26 17:11:30,2025-10-26 17:37:30,26,26.0,Very Late
Route_C,7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,1,2025-11-06 19:04:59,2025-11-06 19:03:59,-1,-1.0,Early
Route_A,42c2d2eb-01bf-4e73-bf80-0385ef9240b6,9,2025-11-09 16:57:23,2025-11-09 17:40:23,43,43.0,Very Late
Route_D,4459bd6e-c0f6-4229-b25d-42593c4b1eec,10,2025-11-07 02:06:04,2025-11-07 02:49:04,43,43.0,Very Late
Route_A,92a81713-b90e-444b-951c-25d54d4c5280,19,2025-10-22 15:23:00,2025-10-22 15:23:00,0,0.0,Early
Route_B,b1594847-5c0b-4b10-a757-cb1042f525b9,9,2025-11-02 13:22:20,2025-11-02 13:23:20,1,1.0,On Time
Route_E,77242041-1e43-4bd2-aaf4-07f70fe76149,2,2025-11-05 23:30:55,2025-11-05 23:31:55,1,1.0,On Time
Route_C,80a52e65-afa2-4559-a7c9-620428e333b6,4,2025-11-06 04:22:32,2025-11-06 04:20:32,-2,-2.0,Early
Route_D,ea87855e-a382-45d3-9e0e-f546b0b6dedf,9,2025-11-05 09:48:13,2025-11-05 10:14:13,26,26.0,Very Late
Route_C,3818cfd3-3889-436a-9d58-17e85e175b66,7,2025-10-28 13:40:44,2025-10-28 13:41:44,1,1.0,On Time
Route_E,bf6b8cdf-7479-4b61-a737-2b527a6a2107,8,2025-11-20 11:47:49,2025-11-20 11:46:49,-1,-1.0,Early
Route_D,8c9aa1e9-b3b2-4337-aa74-dbb75fa5e0aa,4,2025-11-13 22:36:52,2025-11-13 22:36:52,0,0.0,Early
Route_D,aa0217d0-cd4f-4b2b-899a-c252c1e1b94a,19,2025-11-01 16:31:40,2025-11-01 16:35:40,4,4.0,On Time
Route_E,c1369c65-ae2a-4341-bf59-e4f2c3093b6e,1,2025-11-20 00:14:02,2025-11-20 00:16:02,2,2.0,On Time
Route_A,86879aa9-14f5-43d0-8991-2032df85c777,1,2025-11-12 18:33:32,2025-11-12 18:37:32,4,4.0,On Time
Route_C,13fe8a29-5c9d-4ee0-b42a-045687365a84,12,2025-11-18 11:21:51,2025-11-18 12:01:51,40,40.0,Very Late
Route_C,8c32bdb2-d42a-495e-8fcf-601f1cb9b73a,20,2025-11-15 14:59:42,2025-11-15 14:57:42,-2,-2.0,Early
Route_E,265cb9d9-8962-4f6e-929c-93b333c08bf1,5,2025-10-30 01:45:34,2025-10-30 01:50:34,5,5.0,On Time
Route_B,711c7673-8535-4a69-9abf-984e53ff8461,12,2025-10-27 17:29:21,2025-10-27 17:29:21,0,0.0,Early
Route_E,95492a82-b787-4f8d-b495-311eae27d432,12,2025-11-14 19:35:09,2025-11-14 19:38:09,3,3.0,On Time
Route_A,720b274b-82a7-4586-a61d-9cde1747f387,11,2025-10-24 18:52:49,2025-10-24 19:27:49,35,35.0,Very Late
Route_B,6a5943ce-8364-45e3-a1c7-1aa3741423b5,14,2025-11-13 06:16:07,2025-11-13 06:27:07,11,11.0,Late
Route_D,765e6cb5-8f0d-4540-8ec7-d662905c7bdd,5,2025-11-06 01:06:12,2025-11-06 01:09:12,3,3.0,On Time
